method,dataset,p,selective_rmse,best_hidden,best_rank,best_lam,val_rmse,seconds
UA-IMC (faithful),ml-100k,0.0,0.877,32,15,0.03,0.8983,3795.0
UA-IMC (faithful),ml-100k,0.05,0.8577,32,15,0.03,0.8983,3795.0
UA-IMC (faithful),ml-100k,0.1,0.8464,32,15,0.03,0.8983,3795.0
UA-IMC (faithful),ml-100k,0.2,0.8372,32,15,0.03,0.8983,3795.0
